Area Code;Area Name;Type;State;Region;Neighborhood;Coordinates;CDU 2005;SPD 2005;FDP 2005;GREEN 2005;LEFT 2005;Elect. Particptn. 2005;CDU 2009;SPD 2009;FDP 2009;GREEN 2009;LEFT 2009;Elect. Participtn. 2009;Pop. Density;Elderly pop.;Old Pop.;Mid-aged Pop.;Young Pop.;Children Pop.;Highschool degree;No school degree;Registrd Web Doms;Business Regstr.;Income;GDP growth 2009;GDP growth 2008;Workforce;#cars;Agricult. workf.;Prod. workf.;Manufac. Workf.;Constr. workf.;Service workf.;Trade workf.;Finance workf.;Pub. serv. workf.;Bankruptcies;Unemploy.;Unempl. Youth
8311;Freiburg im Breisgau;Urban;Baden-Wuerttemberg;South;8315,8316;47.997421, 7.838992;26,4;31,2;8,4;26,2;5,5;79,3;24,2;21,6;12,8;25,4;10;74,1;1449,9;16,3;25,4;32,4;10,9;15;43,8;6;214,5;86,8;17948;-0,3;1,6;949,5;369,6;0,4;13,3;10,1;2,7;86,2;25;16,1;45,1;57,5;6,9;3,1
8315;Breisgau-Hochschwarzwald;Rural;Baden-Wuerttemberg;South;8311,8316,8326,8336,8337;47.936609, 8.044018;38;30,6;10,8;14;3,5;81;34,1;19,8;17,4;16,7;6,4;74,7;181,7;20,1;28,1;25,3;8;18,5;27,4;3,5;146,5;94,4;20072;-2,8;1;639,4;524,9;5,1;28,6;21,1;7,1;66,3;28;11,2;27;48,4;4,3;3,1
8316;Emmendingen;Rural;Baden-Wuerttemberg;South;8311,8315,8317,8325,8326;48.116595, 7.858529;35,3;33,9;10,2;13,1;3,9;79,1;32,4;21,2;16,7;16;7,3;72,6;232,1;19,2;28,3;25,8;8,1;18,7;19,7;6,2;126,2;92,2;18989;-4,8;3,5;615,3;522,1;4,5;35,2;27,4;7,2;60,3;21,7;10,9;27,7;73,9;3,9;3,5
8317;Ortenaukreis;Rural;Baden-Wuerttemberg;South;8216,8237,8316,8325,8326;48.412718, 7.998842;41,3;29,7;11,1;9,7;4,2;75,2;37,7;18,3;17,5;13;7,7;68,9;225,4;19,7;27,6;25,7;8,5;18,5;23,9;4,8;116,1;82,9;19670;-6,7;0,6;802,7;543,5;3,2;33,4;26,9;6;63,4;25,9;11,5;26,1;74,1;4,8;4,2
8325;Rottweil;Rural;Baden-Wuerttemberg;South;8316,8317,8326,8327,8417;48.160550, 8.634397;44,5;26,7;12,2;7,1;3,1;76,6;38,3;16,8;21,1;9,3;6,1;70,7;182,4;20,3;26,8;25,4;8,4;19,1;22,8;5,1;102,3;93;20822;-9,1;2,5;756;563,5;2,2;44,3;37,7;6,1;53,5;19,8;9,8;24;63,4;4,9;4,9
8326;Schwarzwald-Baar-Kreis;Rural;Baden-Wuerttemberg;South;8315,8316,8316,8317,8325,8327,8335,8337;48.061628, 8.435879;41,8;27,6;13;8,8;3,6;77;36,1;17,5;21;11,6;6,9;69,6;202,2;21,7;27,3;24,8;8,4;17,8;22,5;5,1;118,7;85;21735;-6,4;3,1;805,7;539,2;1,8;35,6;30,2;4,9;62,6;21,3;14,8;26,5;85,6;5,7;5,8
8327;Tuttlingen;Rural;Baden-Wuerttemberg;South;8325,8326,8335,8417,8437;47.981999, 8.819653;45,2;26;13,7;6,9;3,1;77,3;39,1;15,8;22,6;9,4;6,6;70,2;183,4;19,4;26,3;26,1;8,6;19,6;19,7;5,8;104,3;81,2;22105;-10,3;2,8;798,7;535,1;1,3;51,8;45,8;5,3;47;18,3;8,3;20,4;58,6;5;4,4
8335;Konstanz;Rural;Baden-Wuerttemberg;South;8326,8327,8437,8435;47.697481, 9.159260;37,3;29,8;13,7;12,1;3,8;77,9;31,8;18,9;21,3;14,9;6,8;70,9;339,3;20,3;27,2;26,6;9,2;16,7;25,8;5,1;155,5;96,3;19092;-4,3;2,1;696,2;488,2;2,2;25,1;20,1;4,4;72,6;26,3;14,1;32,2;56,3;5,3;4,6
8336;Loerrach;Rural;Baden-Wuerttemberg;South;8315,8337;47.623055, 7.675088;33,4;36,4;9,8;12,4;4;75,8;31,5;22,6;17,1;15,3;7,2;68,1;275,7;19,7;27,9;26,1;8;18,2;22,5;6,2;109,2;75,2;19564;-4,9;1,7;685,9;517,3;2,2;33,3;26,7;5,5;64,5;25,2;11,6;27,7;70,8;4,8;3,9
8337;Waldshut;Rural;Baden-Wuerttemberg;South;8315,8326,8336;47.704810, 8.160814;42,5;30,1;10,6;9,5;3,1;75,4;37,8;18,6;18,9;12,1;6,3;68,4;147,1;20,3;27,4;25,2;8,3;18,9;18,3;5,5;102,9;73,4;18831;-3;3,7;655,8;535,6;3,1;32,3;24,3;7;64,6;26;10,5;28,2;40,8;4,4;3,2
8415;Reutlingen;Rural;Baden-Wuerttemberg;South;8115,8116,8117,8416,8417,8425,8426,8437;48.508382, 9.190040;38,4;29,6;13,7;10,6;3,5;79,9;33,8;18;20,1;14,9;7;73,5;256,8;19,7;27,1;26,6;8,4;18,2;27,2;4,9;169,8;95;20787;-6,4;4;751;542,6;1,9;36,7;30,8;5,5;61,4;21,6;13,5;26,3;49,6;4,9;4,8
8416;Tuebingen;Rural;Baden-Wuerttemberg;South;8115,8235,8237,8415,8417;48.522599, 9.046410;33,6;29,1;11;18,3;4,3;82;29,6;19,1;16,4;20,8;7,8;77,5;425,3;15,6;27,7;28,4;10,7;17,6;36,6;5,6;159,7;79,4;19312;-2,3;2,5;629,3;485,6;1,1;23;17,8;4,6;75,9;19,7;11,9;44,3;66,5;4,5;3,6
8417;Zollernalbkreis;Rural;Baden-Wuerttemberg;South;8237,8325,8327,8415,8416,8437;48.279696, 8.933891;43,9;27,4;12,6;7;3,5;76,3;36,1;16,9;21,8;10,2;7,6;69,8;206,3;20,8;28;24,9;8,4;18;19;4;103,5;89;21489;-6,3;-0,2;710,4;573,7;1,8;41,1;34,4;6,1;57;23,7;9,8;23,6;56,2;5,7;5,6
8421;Ulm;Urban;Baden-Wuerttemberg;South;8425,9775;48.392605, 9.948625;34,9;32,3;11,7;13,7;4,1;78,5;30,4;20;17,1;17,6;7,7;72,4;1028,6;18,5;25,4;30,7;9,3;16;38;4,9;173,9;92,6;21886;-6,1;-1,7;1316,9;469;0,4;22,5;19,1;2,6;77,1;27;18,6;31,5;49,1;5,8;5,5
8425;Alb-Donau-Kreis;Rural;Baden-Wuerttemberg;South;8116,8117,8135,8415,8421,8426,9774,9775;48.399010, 9.728023;46,1;26,5;11,1;8,8;2,8;80,9;39;16,6;18,6;12,6;6,1;74,7;139,9;18,2;26,8;26,5;8,6;19,9;18,1;4,6;98,2;80,5;19668;-7,9;5,2;572,8;552,1;4,2;38,9;30,7;7,8;56,9;22,5;10,2;24,3;31,9;3,9;4,4
8426;Biberach;Rural;Baden-Wuerttemberg;South;8415,8425,8436,8437,9764,9775,9778;48.094226, 9.793375;51,4;21,9;11;7,7;2,6;79,1;43,5;14;18,8;10,6;5,6;72,2;134,4;17,7;26,5;26,8;8,9;20,1;21;4,4;99,1;81,9;19499;-8,2;2,8;763,6;577,6;3,4;43,1;35,9;6,2;53,5;18,4;9,4;25,7;36,6;3,6;3,7
8435;Bodenseekreis;Rural;Baden-Wuerttemberg;South;8335,8436,8437,9776;47.730978, 9.381732;41,2;28,1;12,4;11,5;3,3;80;36,2;17;20,2;14,1;6,4;73,7;312,4;20,7;27,3;26,1;8,1;17,8;26,5;6;153,6;87,1;20780;-8;1,5;799,6;546,6;3,3;37;31,7;4,8;59,7;22;12,7;25;48,1;4,1;3,8
8436;Ravensburg;Rural;Baden-Wuerttemberg;South;8426,8435,8437,9764,9776,9778,9780;47.777530, 9.600904;45,7;24,2;11,7;11,1;3,1;78,2;38;15,2;18,8;14,2;6,6;71,8;169,4;18,5;26,7;26,9;8,7;19,2;23,3;5,3;118,9;93,4;19891;-4,2;4,2;775,3;527,5;3,4;30,7;24,4;5,7;65,9;23,1;13,9;29;25,6;3,8;3,9
8437;Sigmaringen;Rural;Baden-Wuerttemberg;South;8327,8335,8415,8417,8426,8435,8436;48.091306, 9.223308;50,6;22,6;11,1;7,2;3,1;76,8;42,3;14,2;20,4;10;6,3;70;108,8;18,8;26,9;25,9;8,8;19,5;22,2;6,7;93,7;89,2;18664;-5,9;2,6;756,4;538,1;3,6;33,4;26,2;6,8;62,9;21,5;8,4;33;66,4;5,1;5
9161;Ingolstadt;Urban;Bavaria;South;9176,9185,9186;48.766049, 11.423254;46,2;29,7;8,7;7,1;3,8;69,8;44,8;16,8;12,9;9,6;7,5;63,6;932,6;19;25,5;29,7;8,5;17,2;26,1;8,5;112,2;93;18871;-5,4;-10;1226,9;642,8;0,6;44;41;2,6;55,4;19;13,9;22,4;121,6;4,8;5,3
9162;Munich;Urban;Bavaria;South;9174,9179,9184;48.134752, 11.577541;37,5;29;12,3;14,6;3,9;76,9;32,1;19,3;17,6;17,5;6,7;73,4;4282,2;17,9;24,2;34,5;8,6;14,8;31,7;7,8;384,8;152,3;23550;-1,8;-3,1;1038,4;464,6;0,2;16,9;13,6;2,7;82,8;21,3;30,1;31,4;63,7;6;4,9
9163;Rosenheim;Urban;Bavaria;South;9187;47.856371, 12.118965;48,3;25,4;9,1;8,4;3,3;72,2;41,4;15,6;14,3;12,4;5,6;65,3;1635,6;19,9;27;28,5;8,5;16,2;30;6,3;209;126,4;20401;-1,2;2;1106,8;492,3;0,7;21,6;16,6;4,3;77,7;24,4;19,8;33,5;45;6,4;5,3
9171;Altoetting;Rural;Bavaria;South;9183,9189,9277;48.224799, 12.674425;57,3;21,3;8,3;5,6;2,6;75,5;51,2;14,7;12,3;7,9;5,2;67,8;189,5;20,6;28,2;25,3;7,9;17,9;19,9;3,5;99,9;98,3;19272;-5,6;4,7;821,1;540,2;3,2;42,6;32,6;7,6;54,2;18,4;11,5;24,2;51,4;4,7;5
9172;Berchtesgadener Land;Rural;Bavaria;South;9189;47.712961, 12.871019;58,6;19,2;8,2;6,6;2,8;76,7;50,7;12,3;13,2;10,6;4,9;68,2;121,5;23,2;26,7;25,8;8,2;16,2;22,9;6,2;126,6;109,7;18626;-2,2;6,6;752,1;531,5;4;22,4;15;6,6;73,6;29,4;10,4;33,7;51,1;4,2;2,6
9173;Bad Toelz-Wolfratshausen;Rural;Bavaria;South;9180,9182,9184,9188,9190;47.784457, 11.570010;55,9;17,9;11,3;8,8;2,4;79,9;46,7;12;17,1;11,2;4,6;73,1;109,2;20,6;27,4;26,1;7,7;18,2;27,7;2,9;184,5;140,4;21775;-3,8;0,1;649,7;551,2;4,4;26,7;18,9;7,5;68,9;27,5;13,3;28,1;66,6;3,7;2,3
9174;Dachau;Rural;Bavaria;South;9162,9178,9179,9184,9186,9771;48.265716, 11.445178;53,7;21,5;10,2;8,4;2,7;81,1;45,9;14,7;15,5;10,6;4,6;75,1;237,7;17,4;27,8;28,1;7,9;18,8;23,4;5,1;152,8;137,9;20823;-1,8;-0,5;533,3;522,3;3,4;24,8;16,4;7,7;71,9;26,7;16,6;28,6;60,8;3,2;3,3
9175;Ebersberg;Rural;Bavaria;South;9177,9183,9184,9187;48.081751, 11.981828;50,3;22,4;11,6;10,3;2,5;83,6;42,4;14,9;16,9;13,1;4,2;77,7;232,8;18,5;27;27,5;7,3;19,6;27,3;3,4;220,3;131,7;22434;-3;4;584,9;527;4,2;21,5;15,6;5,7;74,3;33;15,4;25,9;59,8;3;2,6
9176;Eichstaett;Rural;Bavaria;South;9161,9185,9186,9273,9373,9576,9577,9779;48.891673, 11.187368;54,2;26,5;6,8;5,4;2,7;81,2;51,4;15,7;11,2;7,8;5,3;75,3;102,7;16,9;26,7;27,3;9,2;19,8;16,4;3,6;95,1;84,5;18639;-0,5;5,9;542,1;533,9;5,3;30,1;20,6;8,2;64,6;23,5;13,1;28;81,4;2,2;2,8
9177;Erding;Rural;Bavaria;South;9175,9178,9183,9184,9274;48.311171, 11.919855;55;20,3;9,4;7,4;2,9;79,5;45,5;12,4;14,7;12;4,8;73,3;145,1;15,6;27,3;28,9;8,1;20,1;18,1;4,1;142,8;137,5;19789;1,6;2,7;565;555,9;6,5;20,5;12;7,7;73,1;28,5;14;30,6;51,6;2,8;2,7
9178;Freising;Rural;Bavaria;South;9174,9177,9184,9186,9274,9273;48.406459, 11.735365;51,2;21,3;10,9;9,5;3,1;80,4;42;13,2;15,1;14,8;5,4;73,8;206,9;15,2;26,3;30,6;9;18,9;22,5;4,5;327,7;129,7;19492;-5,4;-3;921,2;535,7;2,7;19;14,4;4,2;78,3;45,6;14;18,7;58;3,3;3,3
9179;Fuerstenfeldbruck;Rural;Bavaria;South;9162,9174,9181,9184,9188,9771;48.174605, 11.237834;47,2;24,4;11,3;11,2;2,8;82,6;40,6;16,4;16,4;13,7;4,8;77,2;467,2;20,5;27,6;26,8;7,3;17,8;34,3;4,7;187,4;122,8;21412;0,1;4,8;515;508,3;2;22;13,5;8,3;75,9;27,1;18,3;30,6;60,3;3,8;3,6
9180;Garmisch-Partenkirchen;Rural;Bavaria;South;9173,9190,9777;47.490173, 11.099090;60,2;15,7;11,6;6,6;2,3;78,9;51,6;10,2;17,1;8,7;3,8;72,1;85,3;24;26,8;25,4;7,5;16,4;30,5;3;175,6;105,2;19869;1;0,9;760,9;512,1;3,1;14,2;7,9;6;82,7;34;10,4;38,3;37,4;4,4;3,3
9181;Landsberg am Lech;Rural;Bavaria;South;9179,9188,9190,9772,9771,9777;48.050901, 10.870376;51,2;20,8;11,2;10,2;2,6;80,9;43,7;13;16,2;13,2;4,8;74,9;141,9;18;28,1;26,5;7,6;19,9;22,1;7,4;194,9;126,5;20307;-2,6;2,6;657,9;563,2;4,3;26;19,5;6,3;69,7;22,8;11,3;35,6;75,2;3,7;3,9
9182;Miesbach;Rural;Bavaria;South;9173,9184,9187;47.789749, 11.833815;54,8;19,2;12,8;7,6;2,4;80,3;48,1;12,2;17,6;10,2;3,9;73,8;110,6;21,8;27,3;26,1;7,4;17,4;18,9;6,2;193,1;157,7;23340;-2,1;2,7;747,7;575;4,7;24,5;17,7;6,6;70,9;30,5;12,9;27,5;42,1;3,9;2,9
9183;Muehldorf a.Inn;Rural;Bavaria;South;9171,9175,9177,9184,9187,9189,9277;48.243555, 12.504779;59,3;18,9;8,5;5,6;2,8;74,8;52,6;11,9;12,8;8,1;5;67,2;136,9;19,7;27,8;25,9;8,1;18,5;19,1;6,6;150,6;112,9;19240;-4;-1,8;673,7;537,4;5,8;34,3;26;7,9;59,9;23,3;9,3;27,3;52,3;5,1;4,6
9184;Munich (district);Rural;Bavaria;South;9162,9173,9174,9175,9177,9178,9179,9182,9183,9187,9189;48.014779, 11.722988;45,3;24,1;14,6;10,6;2,6;83,4;39,8;16,7;19,6;12,7;4,5;79,1;479,1;20,1;26,6;27,9;7,3;18;40,7;3;298,5;172,9;25924;-1,5;-0,5;1158;767,6;0,9;21,8;17,1;4,4;77,3;25,3;27,7;24,4;69,7;3,5;2,7
9185;Neuburg-Schrobenhausen;Rural;Bavaria;South;9161,9176,9186,9771,9779;48.672626, 11.195403;57,8;22,1;7,8;4,8;3;77,5;52,6;13,2;13,5;7,2;5,7;70,1;123,4;18,1;27,5;26,9;8,3;19,2;20;4,7;90,3;92,9;18657;-2,3;3,9;678,4;566,8;5,3;33,9;22,1;11,3;60,8;22;9,2;29,6;83,8;2,8;3
9186;Pfaffenhofen a.d.Ilm;Rural;Bavaria;South;9161,9174,9176,9178,9185,9771,9273;48.596643, 11.526655;53,1;23,7;9,3;6,4;3,2;78,3;48,3;13,7;14,1;9,1;5,6;71,6;153,8;17,1;28,1;27,6;8,2;19;16,1;8,1;131;116,8;20235;-1,9;3,8;606;564,3;5,5;32,1;23,7;7,6;62,4;25,2;10,7;26,6;135,2;2,8;3
9187;Rosenheim(district);Rural;Bavaria;South;9163,9175,9182,9183,9184,9189;47.838399, 12.109009;56,1;19,7;9,4;7,7;2,3;79,3;47,7;12,1;14,5;11,2;4,2;72,9;172,8;19,5;27,9;26;7,9;18,7;18,2;5,5;158,9;137,3;23077;-1,6;3,6;631,2;548,5;4,8;27,3;19,7;7,2;67,9;27,1;11,1;29,6;49,6;3,6;3,4
9188;Starnberg;Rural;Bavaria;South;9173,9179,9181,9190;48.012040, 11.340575;46,9;20,3;15,8;12,5;2,1;84,3;39,2;14,1;22,1;14,7;3,7;80;266,6;22,2;27,7;25,3;6,6;18,2;39,2;4,1;265,6;148,9;29104;-0,3;-0,1;748,3;583,8;1,9;23,3;17,7;5,6;74,8;22,1;20,4;32,3;75,3;3,2;2,4
9189;Traunstein;Rural;Bavaria;South;9171,9172,9183,9184,9187;47.867088, 12.637534;56,9;20,1;8,3;7,4;2,8;78,2;47,7;12,7;12,8;12,1;5,1;70,3;111,2;21,7;27,8;24,9;7,8;17,8;21,7;5,8;125,6;114,9;19275;-4,9;4,9;774,9;557,3;4,9;33;25;7,7;62,1;25,3;10,9;26;58,2;4,1;3
9190;Weilheim-Schongau;Rural;Bavaria;South;9173,9180,9181,9188,9777;47.798345, 10.996142;51,6;22,6;9,7;8,3;3,4;80,1;43,4;14,6;14,8;11,7;5,7;74;135,4;20,1;27,7;25,3;7,9;19;21,6;5,4;134,1;102,7;20008;-4,8;0,1;718,8;547,2;4,6;36,2;29;6,8;59,2;22;10,5;26,7;95,1;3,5;3,5
9261;Landshut;Urban;Bavaria;South;9274;48.544707, 12.147255;51,1;23,8;9,4;8,5;3,5;73,9;44,3;14,8;15;12;6,2;66,7;953,3;22;26,8;27,6;8,3;15,3;29,1;2,7;115,3;98;20406;-2,2;-1,8;1142,3;496,3;0,5;17,1;13;2,7;82,4;21,4;17,9;43;45,5;6;6,4
9262;Passau;Urban;Bavaria;South;9275;48.567173, 13.424845;48,5;25,3;11;7,9;3,8;71,1;40,2;17,1;16,4;10,4;7,8;65,5;727,7;21,8;27,5;26,9;10,6;13,2;31,4;5,2;143,7;136,6;18019;-3,8;5,3;1379,8;487,5;0,5;21,7;15,9;5,2;77,9;26,6;15,3;35,9;60,3;7,7;6,3
9263;Straubing;Urban;Bavaria;South;9278;48.883736, 12.565070;56,5;23,4;7,7;4,1;3,7;68,7;48,3;15,1;14,2;6,4;7,2;60,1;658,4;21,7;28,8;26,7;8,2;14,7;29,5;7,6;114,3;110,4;19514;-3,4;4,7;1204,8;511,8;1;21,6;18,1;3,1;77,5;30,4;14,4;32,7;117,2;7,2;6,5
9271;Deggendorf;Rural;Bavaria;South;9272,9275,9276,9277,9278,9279;48.841298, 12.960467;57,9;20,7;7,7;3,9;3,4;71,6;46,4;14,5;14,6;7;7,4;62,2;135,7;18,8;28,7;26,6;8,4;17,5;20,3;5,6;113,1;109,1;18049;-2,1;3,7;822;552,7;4,8;31,8;19,8;11,6;63,4;23,9;10,6;28,9;62,4;5,2;5
9272;Freyung-Grafenau;Rural;Bavaria;South;9271,9275,9276;48.836666, 13.561526;57,3;20,2;8,1;3,5;4,3;69,7;46,5;14,5;14,1;5,9;8,9;60;81;19,4;29,2;25,3;8,3;17,8;20,6;5,4;98,1;91,7;16873;-1,6;3,3;634,6;543,6;7;31,4;21,2;10;61,7;24,4;7,2;30,1;38,6;5,2;4,4
9273;Kelheim;Rural;Bavaria;South;9176,9178,9186,9274,9375,9373;48.918109, 11.886098;53,5;24,1;9;5,6;3,1;75,9;48,6;16;13,5;7,7;5,6;68,3;106;17,7;27,4;27,1;8,4;19,4;17,8;6,7;119,9;98,3;18980;-3,1;5;659,5;566,1;5,8;33,8;25,1;8,3;60,4;23,4;11,3;25,7;46,2;4,1;4,4
9274;Landshut(district);Rural;Bavaria;South;9177,9178,9261,9273,9277,9278,9279,9375;48.473129, 12.276113;58,5;19;9,3;5,3;2,8;78,8;50,4;12,2;14,3;8,5;5,5;71,1;110,1;17,1;28,3;27,2;8,1;19,4;9,5;5,9;137;117;19078;-3,8;4,1;594,4;580,1;7,1;37,4;26,3;9;55,5;22,6;13,3;19,6;62,2;3,3;3,6
9275;Passau(district);Rural;Bavaria;South;9262,9271,9272,9277;48.648637, 13.680911;56,5;22,3;8,8;4,2;3,4;71,8;46;14,7;15,3;7;7,9;63;122,6;19,8;28,4;26;8,1;17,7;15,6;4,7;94,3;114,1;18301;-3,1;3;625,5;558,5;6;32,7;24,1;8;61,3;27,7;8,2;25,4;38,5;5,4;5,5
9276;Regen;Rural;Bavaria;South;9271,9272,9278,9372;49.014488, 12.106221;56,8;22,6;7,3;3,3;3,9;70,9;46,4;17,3;13,3;5,5;7,7;60,4;81,4;20,1;29,3;25,5;8,4;16,8;15,9;7,4;125,2;86,9;16770;-3,2;2,5;672,7;532,2;6;33,5;24,8;8,3;60,6;23;10,8;26,7;35,5;5;4,2
9277;Rottal-Inn;Rural;Bavaria;South;9171,9183,9271,9274,9275,9279;48.439594, 12.886693;61,3;18,8;7,6;4,5;2,5;73,8;50;13,1;14,2;7,4;5,5;63,9;92,2;20,4;27,7;25,3;8,1;18,4;17,7;7,4;87,4;110,3;18343;-0,5;2,5;698,5;576,4;7,9;33,2;20,1;12,7;58,9;23,9;9,8;25,2;9,1;4,3;5
9278;Straubing-Bogen(district);Rural;Bavaria;South;9263,9271,9274,9276,9279,9372,9375;48.911747, 12.709874;62,8;18;7,3;3;2,9;78,5;53,5;11,6;13,8;4,8;5,4;71,3;81,2;17,8;28,5;26,5;8,2;19;19,3;5,9;74,7;103,9;17593;-1,8;6,6;516,9;570,6;11,1;35,4;25,5;9,7;53,5;19,1;7,2;27,2;46,7;3,8;3,6
9279;Dingolfing-Landau;Rural;Bavaria;South;9271,9274,9277,9278;48.652657, 12.618564;59,4;21,2;7,1;3,6;2,6;74,4;50,1;14,5;13,5;5,6;5,7;65,2;103,3;18,4;28,5;26,3;8,5;18,3;21,3;3,7;77,7;86;18926;-5,1;-11,7;1002,2;588,8;7,2;52,4;47,3;5;40,4;18;8,3;14;28,6;3,9;4,3
9361;Amberg;Urban;Bavaria;South;9371;49.439154, 11.859325;45,5;30,4;8,2;6,4;4,4;71,6;39,6;19,3;13,5;9;8,7;64,3;871,9;22,1;27,7;26,2;8,5;15,6;31,6;7;123,3;81,5;18948;-6,3;6,2;1119,2;502;0,6;33,6;29,8;3,6;65,8;19,9;11,9;34;173,7;9;8,5
9362;Regensburg;Urban;Bavaria;South;9375;49.011662, 12.103931;43,3;27,5;9,5;12;4;72,9;37,8;17,9;13,5;14,7;7,6;67,7;1663,2;19;25,3;32,1;9,3;14,3;36,6;5,6;361,2;91,9;19110;-7,4;1,6;1471,9;528,9;0,2;26,7;23,2;2,6;73,1;22,9;16,9;33,2;78,9;7,2;5,2
9363;Weiden i.d.OPf.;Urban;Bavaria;South;9374;49.674645, 12.150984;45,7;32,9;7;5,5;4,5;71,9;39,3;22,5;12,1;8,1;9;66,2;596,4;22,4;27,2;25,8;8,3;16,4;29,2;4,4;77,6;77,6;18251;-3,9;1,6;1351,8;538,9;0,5;18,3;14,3;3,4;81,2;34,9;14,7;31,5;97,4;8,5;9,8
9371;Amberg-Sulzbach;Rural;Bavaria;South;9361,9373,9374,9376,9574,9472;49.513942, 11.776776;48,5;30,2;7;5;3,8;78,3;42;20,1;12,3;7,7;7,9;72;84,2;19,6;28,4;25,1;8,8;18;7,7;6,1;476,5;73,6;17113;-2;1,1;530,1;562,5;6,2;35,5;25,3;8,6;58,2;21,4;8,1;28,8;81,6;4,9;4,9
9372;Cham;Rural;Bavaria;South;9276,9278,9376,9375;49.223656, 12.660720;58,7;20,7;7,4;3,6;3,4;73,3;51,4;13;12,4;6,1;7,4;64,6;85;19,4;28,7;25,9;8,5;17,5;16,1;5;89,5;100,6;17272;-3;2;765,7;576,6;6,3;38,1;28;9,9;55,6;22,5;8,6;24,5;36,3;4,8;4,2
9373;Neumarkt i.d.OPf.;Rural;Bavaria;South;9176,9273,9371,9375,9376,9576,9574;49.279119, 11.466426;58,1;21,2;7,5;5,2;3;80,2;49,3;13,4;12,9;8,9;5,7;73,7;95,3;17,8;27,8;26,5;8,7;19,2;24,9;4,7;101,6;89,5;18691;-1,7;8,8;675,4;553,8;5,3;35,8;22,6;12,6;59;22,8;11,1;25;35,8;3,3;3,3
9374;Neustadt a.d.Waldnaab;Rural;Bavaria;South;9363,9371,9376,9377,9472;49.731601, 12.174253;50,2;30,8;6,2;3,6;3,4;79,7;43,6;20,8;11,5;6,5;7,1;73,9;68,5;19;28,2;25,8;8,6;18,4;15,7;7,3;117,9;75,7;17023;-5,5;2,9;539,3;569,7;6,8;41,1;33,7;7,2;52,1;17,3;8,4;26,5;49,9;5,2;5,6
9375;Regensburg(district);Rural;Bavaria;South;9362,9273,9274,9278,9372,9373,9376;49.084570, 12.189075;51,6;25,1;8,6;6,3;3,4;78,8;45,7;16,9;13,6;8,2;6,2;72,2;131,5;17,1;29,4;26,7;8,2;18,7;10,9;4,9;104,9;97,5;18891;-5,5;4,7;457,4;574,9;6;32,5;23,8;8,5;61,6;26,7;11,4;23,5;40,1;3,6;3,8
9376;Schwandorf;Rural;Bavaria;South;9371,9372,9373,9374,9375;49.319876, 12.115478;48,8;31,1;6,6;4;4;75,5;43,6;21,2;11;6;8,4;68,5;97,1;19,6;28,2;26,1;8,4;17,8;22,3;4,8;80,8;94,3;17637;-3,7;0,8;719,2;574,6;4,8;36,1;30;5,6;59;22,8;9,8;26,4;112,6;4,9;5,3
9377;Tirschenreuth;Rural;Bavaria;South;9374,9472,9479;49.880668, 12.328069;53,8;27,9;6,3;3,4;3,4;78,9;47,9;18;11,8;6;7,2;73;69,5;21,3;28,4;24,6;8,2;17,5;14,3;4,4;87,3;95,8;17433;-4,5;4,7;639,9;567,2;6,9;40;29,7;9,9;53,1;20,3;9,1;23,7;59,7;5,8;4,7
9461;Bamberg;Urban;Bavaria;South;9471;49.897693, 10.901501;44,1;25,9;9,9;11,2;4,3;73,7;39,8;16,4;13,4;14,5;7,8;69,3;1278,4;21,7;25,8;28,3;9,5;14,7;47,5;4,4;295,5;133,6;18474;-3,5;2,9;1427,1;492,3;0,5;29,2;25,3;3;70,3;23,3;14,2;32,9;110,5;6,6;6,4
9462;Bayreuth;Urban;Bavaria;South;9472;49.945431, 11.566058;42,1;30,9;11;8,7;3,7;73,2;38,5;19,7;16,1;12,2;6,3;67;1084,7;20,7;26,3;27,1;12,2;13,8;33,5;6;182;96,7;19210;-3;1,5;1183,3;475,5;0,5;20,6;15,3;4,1;78,9;20,4;15,4;43,1;104,4;7,5;5,8
9463;Coburg;Urban;Bavaria;South;9473;50.261546, 10.962470;40,1;34,2;9,7;8,1;4,2;74;37,8;23,4;12,9;11,4;7,7;68,6;852,7;23,3;28,1;25;8,5;15,1;32,8;7,8;158,9;83;21240;-3;-0,6;1490,1;529;0,3;26,6;23,7;2,3;73,1;18,2;26,1;28,9;83,9;7,5;6,7
9464;Hof;Urban;Bavaria;South;9475;50.313336, 11.910868;43;31,9;9,6;5,7;4,6;72,3;40;21,6;12,8;7,9;9,2;66,9;806,1;24,1;28,2;24,4;8,1;15,2;28,2;9,1;169,2;93,2;17766;-2,3;0,3;1119,4;473,1;0,5;21,2;17,7;3,1;78,3;26,6;17,6;34,2;157,3;7,8;5,8
9471;Bamberg(district);Rural;Bavaria;South;9461,9472,9473,9474,9478,9572,9575,9674,9678,9675;49.899463, 10.905278;54,7;21,6;8,3;5,2;3,4;80,6;49,1;13,8;12,9;7,2;6,6;74,9;123,7;17,1;28,3;27,1;8,6;18,9;0;5,7;104,1;96,7;18494;-0,8;-1,6;483,1;580,2;6,1;33,9;24,2;9,5;59,9;28,3;9,9;21,8;86,2;4;3,9
