age,education,ethnicity (white::other),gender (female::male),hours-per-week,income (<=50k::>50k)
36,10,1,0,40,0
42,4,1,0,40,1
35,9,1,0,50,1
25,13,1,0,40,1
47,13,1,0,40,0
44,15,1,0,75,0
51,9,1,0,40,0
53,9,1,0,42,0
47,9,1,0,40,1
20,7,0,0,40,1
32,10,0,1,70,1
28,9,1,0,50,1
58,3,1,0,40,1
52,9,1,1,40,1
35,14,1,0,40,0
30,10,1,0,40,1
33,10,1,1,50,1
56,13,1,1,38,1
21,10,1,1,20,1
56,10,0,1,40,1
56,13,1,0,65,0
45,13,1,0,40,0
20,10,1,1,20,1
62,9,1,0,40,0
24,13,1,1,30,1
52,13,0,1,40,1
23,9,1,0,40,1
36,14,1,0,40,0
40,10,1,0,40,1
30,10,1,0,40,1
41,5,1,0,35,1
59,9,1,0,40,0
27,14,1,0,37,1
19,10,1,0,23,1
41,10,1,0,50,1
27,13,1,0,35,1
50,9,1,1,40,1
29,3,1,1,40,1
38,13,1,0,55,0
30,9,1,0,60,1
48,13,1,0,55,1
39,12,0,0,40,0
40,11,1,0,40,1
27,7,1,0,40,1
59,14,1,0,40,0
31,9,0,1,20,1
34,9,1,0,50,0
47,15,1,0,60,0
64,2,1,0,20,1
29,5,1,0,40,1
38,9,1,0,40,1
42,13,1,0,40,0
49,13,1,0,60,0
53,10,1,0,40,1
35,10,1,0,50,0
70,13,0,0,40,1
38,9,1,0,40,1
36,13,0,1,40,1
34,13,0,0,55,1
24,13,1,0,10,1
23,10,1,1,40,1
21,10,1,1,35,1
47,10,1,1,40,1
59,4,1,0,40,1
33,12,1,0,50,0
63,10,1,0,35,0
18,9,1,0,60,1
32,13,1,1,50,1
33,13,0,0,40,1
19,9,1,0,40,1
27,9,1,0,40,1
40,10,1,0,48,0
38,12,1,0,40,1
20,9,1,0,47,1
35,9,1,0,70,1
22,10,1,1,40,1
40,14,1,0,50,0
34,10,1,0,40,0
23,6,1,0,40,1
26,13,1,0,40,1
53,10,1,0,60,1
34,10,1,0,40,0
39,9,1,0,40,1
25,5,1,0,40,1
18,7,1,0,20,1
65,13,1,0,40,1
49,13,1,1,40,1
64,6,0,0,40,1
68,13,1,0,40,0
56,10,1,1,40,1
68,9,1,1,40,1
35,13,1,0,48,0
50,9,0,1,12,1
45,9,1,1,28,1
43,13,1,0,40,1
39,10,0,1,40,1
37,9,1,0,40,1
45,13,1,0,50,0
20,10,1,1,10,1
36,12,1,1,45,1
26,10,1,1,40,1
36,13,1,1,32,1
47,13,1,0,60,1
34,9,0,0,40,1
53,10,1,1,30,1
32,13,1,1,42,1
44,3,1,0,40,1
25,9,1,0,40,1
35,3,1,0,36,1
34,12,1,1,40,1
42,10,1,0,40,1
47,9,1,1,4,1
23,9,1,0,37,1
56,9,1,1,40,1
50,16,1,0,50,0
38,9,1,0,60,1
46,11,1,0,40,0
47,12,1,1,57,1
38,9,1,0,80,1
42,9,1,0,46,1
48,9,1,0,40,1
27,9,1,1,50,1
40,11,1,1,36,1
53,16,1,1,37,0
75,11,1,1,30,1
39,13,1,0,48,0
46,12,1,1,40,1
51,9,0,1,40,1
34,9,1,0,40,1
23,10,1,0,40,1
32,11,1,0,45,1
45,10,1,0,55,1
21,10,1,0,40,1
36,9,1,0,44,1
40,6,1,0,50,1
20,6,1,1,40,1
68,5,0,0,20,1
40,13,1,0,40,0
20,10,1,1,24,1
48,14,1,1,40,0
27,13,1,0,45,1
57,11,1,0,40,1
54,9,1,0,98,0
47,9,1,1,40,1
30,10,1,0,40,1
17,7,1,0,40,1
35,10,0,0,45,0
56,8,1,0,40,1
20,9,1,0,28,1
38,13,1,0,38,1
19,10,1,1,25,1
24,9,1,0,40,1
31,10,1,0,40,1
44,13,1,0,60,1
21,10,0,1,12,1
41,10,1,0,40,1
18,7,1,1,16,1
23,5,1,0,40,1
37,10,0,0,32,1
46,11,1,0,30,1
43,13,1,0,45,1
31,2,1,0,40,1
40,10,1,0,40,0
27,15,1,1,12,1
64,10,1,0,40,1
31,11,1,0,40,1
48,14,0,0,45,1
37,13,1,0,20,0
28,10,1,0,24,1
42,10,1,0,40,1
60,4,1,0,60,1
17,7,1,1,20,1
21,10,1,1,30,1
46,6,0,0,40,1
18,9,1,1,40,1
22,9,1,0,27,1
44,13,1,0,60,1
36,9,1,0,40,1
65,11,1,1,40,1
26,9,1,0,40,1
21,6,1,0,25,1
41,9,1,0,40,1
28,10,1,1,35,1
27,10,1,1,40,1
19,10,0,0,12,1
40,10,1,0,40,1
19,9,1,0,15,1
40,11,1,0,40,1
37,9,1,0,40,1
33,10,0,0,40,0
34,9,1,0,40,1
44,12,1,0,40,1
33,10,0,1,40,1
72,9,1,0,10,1
19,9,1,1,40,1
59,11,1,1,36,1
40,9,0,1,40,1
35,9,1,1,40,1
22,12,1,0,45,1
41,14,1,1,40,1
59,10,1,0,50,0
50,8,1,0,40,1
21,12,1,1,10,1
40,9,1,0,40,1
22,9,1,0,40,1
43,3,1,1,40,1
17,7,1,1,16,1
42,4,1,0,40,1
37,10,0,0,40,0
19,8,1,0,38,1
43,3,0,0,40,1
46,5,1,1,40,1
18,9,1,1,20,1
50,15,0,0,40,0
47,4,1,0,40,1
31,9,1,0,99,1
33,4,1,0,45,1
27,9,1,0,40,0
59,9,1,0,35,1
39,9,1,0,40,0
29,10,1,0,40,1
26,13,1,1,55,1
24,9,1,0,40,1
25,10,1,0,40,1
30,10,1,1,20,1
52,7,1,0,40,1
51,14,1,0,40,0
30,13,1,0,60,0
19,10,1,1,25,1
23,10,1,0,60,1
37,16,1,0,45,1
25,10,0,0,38,1
49,15,1,0,65,0
30,9,1,0,55,1
40,10,1,1,40,1
20,9,0,0,32,1
35,11,1,0,55,1
24,13,1,0,45,1
32,9,0,0,40,1
35,9,0,1,30,1
20,9,1,1,40,1
29,9,1,0,40,0
25,9,1,0,28,1
50,4,1,0,40,1
24,9,1,0,50,1
49,13,1,0,60,0
30,9,1,1,32,1
37,10,1,0,40,1
50,9,1,1,40,1
20,9,1,0,30,1
49,9,1,0,50,1
55,4,1,0,50,1
61,8,1,1,40,1
22,9,1,1,3,1
23,12,1,0,12,1
43,9,1,0,40,1
39,13,0,1,24,1
21,10,1,0,35,1
52,9,1,0,40,0
30,11,1,0,40,1
42,13,1,0,45,0
50,13,1,0,50,1
51,12,1,1,99,1
47,6,0,1,45,1
49,5,1,0,40,1
45,9,1,0,40,1
48,10,0,1,40,1
36,13,1,0,50,0
20,10,0,0,40,1
61,9,1,0,40,1
72,13,1,0,30,1
19,10,1,1,15,1
54,13,0,0,40,0
47,10,0,1,35,1
39,9,0,1,40,1
24,7,1,1,40,1
44,10,1,0,40,1
19,9,1,0,20,1
20,9,1,0,48,1
23,9,1,1,40,1
58,9,1,0,53,0
20,8,1,0,40,1
62,9,1,0,12,1
25,9,0,1,40,1
67,13,1,0,2,1
37,12,1,0,40,0
36,9,1,1,40,1
38,11,1,1,20,1
23,9,1,1,80,1
28,9,1,1,40,1
25,9,1,0,40,1
41,16,1,0,55,0
63,13,1,0,40,0
60,9,1,0,30,1
31,9,1,0,50,1
29,9,1,0,37,1
37,13,1,1,45,0
51,5,1,0,40,1
45,10,1,0,40,0
27,9,1,0,40,1
18,10,1,0,20,1
34,9,1,1,40,1
66,16,1,0,25,0
19,10,1,1,15,1
36,9,1,0,35,1
35,13,1,1,40,1
27,9,1,0,45,1
29,10,1,1,40,1
25,9,1,1,40,1
22,10,1,0,32,0
41,10,1,0,48,0
20,12,1,0,20,1
52,9,1,0,40,1
34,10,0,1,37,1
44,15,1,0,45,0
50,14,1,1,40,0
49,13,1,0,50,0
36,13,1,1,40,1
71,15,1,0,28,1
20,9,0,0,25,1
20,10,1,1,40,1
59,9,1,0,60,0
41,3,1,0,40,1
38,10,1,1,42,1
55,9,1,0,40,1
17,5,1,1,20,1
45,13,1,0,55,0
43,9,0,0,30,1
19,8,1,0,25,1
33,9,1,1,40,1
63,9,1,0,40,1
39,9,1,0,50,0
34,9,1,0,40,1
31,12,1,0,40,1
21,8,1,0,40,1
23,11,1,1,36,1
20,10,1,1,8,1
45,13,1,0,60,0
59,9,1,0,50,1
58,14,1,0,40,0
66,9,1,1,35,0
37,11,1,1,35,0
29,10,1,0,40,1
32,13,0,1,40,1
39,13,1,0,50,0
57,9,1,1,45,1
57,14,1,0,40,0
50,9,1,0,60,1
44,13,1,0,65,0
56,11,0,0,40,0
26,14,1,1,48,1
22,10,1,1,40,1
26,11,1,0,65,1
33,13,1,0,40,0
36,11,1,0,60,0
45,10,1,0,40,0
56,16,1,1,38,1
23,10,1,0,36,1
23,10,0,0,25,1
35,13,1,0,40,1
39,13,1,1,32,0
45,9,1,0,40,1
21,10,1,1,25,1
56,9,1,0,40,1
31,9,1,1,40,1
44,8,0,0,36,1
21,10,1,0,10,1
31,9,1,0,40,1
20,9,1,0,38,1
17,7,0,1,40,1
44,9,1,0,40,0
19,10,1,1,23,1
71,9,1,0,24,1
23,10,1,1,40,1
21,9,1,0,40,1
29,14,1,0,15,1
33,10,1,1,30,1
46,9,1,0,48,0
21,10,0,1,40,1
36,10,1,0,60,0
70,14,1,0,30,0
19,9,1,1,37,1
29,10,0,1,40,1
34,12,1,0,50,1
26,10,1,0,40,1
30,13,1,1,40,1
34,10,1,1,40,1
24,13,0,0,25,1
28,9,1,0,48,1
24,10,1,0,40,1
76,13,1,0,50,0
19,8,1,0,40,1
45,6,1,0,40,1
24,10,0,0,30,0
37,13,1,0,40,0
24,13,1,0,30,1
24,13,1,1,42,1
40,9,1,0,45,0
20,10,1,0,20,1
23,7,1,0,40,1
25,10,0,1,40,1
64,12,1,1,30,1
53,14,1,0,55,0
28,10,1,1,40,1
52,14,0,0,40,0
28,15,0,0,50,1
31,12,1,0,55,0
77,13,1,1,10,1
22,9,1,0,40,1
17,7,1,1,20,1
38,13,1,0,55,1
45,7,0,0,40,1
25,10,0,1,40,1
50,9,1,0,40,0
53,9,1,0,60,1
24,9,1,0,40,1
33,9,1,0,50,0
57,14,0,0,40,0
39,15,1,1,48,0
30,10,1,0,30,1
31,9,1,0,40,0
39,10,0,0,40,1
30,13,1,1,65,1
48,10,1,1,44,1
62,14,1,1,40,1
39,9,1,0,45,0
34,9,1,0,40,1
45,14,1,0,50,0
32,7,1,1,40,1
40,10,1,1,50,1
17,6,1,1,15,1
19,6,0,0,25,1
25,9,1,0,84,1
42,10,1,0,57,1
66,13,1,0,99,1
63,9,1,0,70,1
43,4,1,0,25,1
26,9,1,0,20,1
23,9,1,1,40,0
39,15,1,0,55,0
47,9,1,0,40,0
36,9,0,1,48,1
35,9,1,0,40,1
25,9,1,0,40,1
21,10,1,1,15,1
46,9,1,1,40,1
43,6,0,0,40,1
31,16,1,0,70,0
41,9,1,1,60,1
50,9,1,1,35,1
36,7,1,1,32,1
31,9,1,1,20,1
45,4,1,0,65,0
50,7,1,0,50,0
52,4,1,1,50,1
40,16,1,0,40,0
55,13,1,0,55,0
64,6,1,0,56,0
51,15,1,0,40,0
30,10,1,0,40,0
56,14,1,1,39,1
35,9,1,0,48,1
55,6,1,0,35,1
30,9,1,1,40,1
34,9,1,0,40,1
36,11,1,1,40,0
43,9,1,0,60,1
24,10,1,0,50,1
30,6,0,0,40,1
33,11,1,0,70,1
32,12,1,0,40,1
29,13,1,1,40,1
50,9,1,0,47,1
18,7,1,0,15,1
20,7,1,1,25,1
45,14,1,0,45,0
22,10,1,0,35,1
45,15,1,0,40,0
41,9,1,0,40,1
42,4,1,1,35,1
24,13,1,0,40,1
22,9,1,0,35,1
28,9,1,0,45,0
23,10,1,0,35,1
21,4,1,1,38,1
23,13,0,1,20,1
45,10,1,1,48,1
41,9,1,1,40,1
49,9,1,0,40,0
38,10,0,1,40,1
37,9,1,0,40,1
70,13,0,0,32,1
24,9,1,1,40,1
28,13,1,1,40,1
24,11,0,1,20,1
83,6,1,0,50,0
69,16,1,0,40,0
37,9,0,1,40,1
28,13,1,1,40,1
54,10,1,1,40,1
71,9,1,0,45,0
56,9,0,1,40,1
27,13,0,1,45,1
42,14,1,0,80,0
21,9,1,0,44,1
29,11,1,0,40,1
27,4,1,0,24,1
32,13,1,0,50,0
31,10,1,0,40,1
38,10,1,1,72,1
55,16,0,0,40,0
48,9,1,0,45,1
58,9,1,0,80,1
23,10,1,1,40,1
28,10,1,1,50,1
49,10,1,0,46,1
51,9,1,1,40,1
23,9,1,0,53,1
40,9,0,0,50,1
59,9,0,0,40,1
47,13,1,1,50,1
37,9,1,0,50,1
39,12,1,0,40,1
43,10,1,0,60,1
40,11,1,0,60,1
48,6,1,0,40,0
29,5,1,1,48,1
48,10,1,0,50,0
37,13,1,0,30,1
19,9,1,0,48,1
28,6,0,1,30,1
56,3,0,0,40,1
45,9,1,0,60,1
60,10,1,0,40,1
53,14,1,0,42,0
37,9,1,0,40,1
31,9,1,0,40,1
29,11,1,0,44,0
31,9,1,1,36,1
39,9,0,0,40,1
31,13,1,0,40,0
42,13,1,0,45,0
17,7,1,1,16,1
19,9,1,1,20,1
24,13,0,0,32,1
62,9,1,0,40,0
34,2,1,1,40,1
47,14,1,0,55,0
58,13,1,1,62,1
23,11,1,1,36,1
33,9,0,1,40,1
76,9,1,0,6,1
40,9,1,1,50,1
28,4,1,1,50,1
41,10,1,1,40,1
46,9,1,0,96,0
22,10,1,1,40,1
29,11,1,0,40,1
26,9,1,0,40,1
31,13,1,0,40,0
22,9,1,1,25,1
41,10,0,0,43,1
29,9,0,0,40,1
60,11,1,0,40,0
72,9,1,0,40,0
41,10,1,0,65,1
19,10,1,1,25,1
25,13,1,0,40,1
24,13,1,0,45,1
59,5,1,0,30,1
17,7,1,0,30,1
59,13,1,0,40,0
69,10,1,0,1,1
25,10,1,0,43,1
50,9,1,0,60,1
29,9,1,1,40,1
43,9,1,0,55,1
29,10,1,1,10,1
29,10,0,0,40,1
32,10,1,0,40,0
17,6,1,0,6,1
50,9,1,0,45,0
43,10,1,0,50,1
41,9,1,1,40,1
32,13,1,1,40,0
54,14,1,1,45,0
65,9,1,0,40,0
18,9,0,1,40,1
70,10,1,0,40,0
53,14,1,0,55,0
37,13,1,0,60,0
21,10,1,0,30,1
20,9,1,0,40,1
47,9,1,0,38,1
26,9,1,0,45,1
31,15,1,0,50,1
45,10,1,0,40,1
35,9,1,1,40,1
55,13,1,0,45,0
49,14,1,0,50,0
33,9,0,0,40,1
30,15,1,0,55,1
19,10,1,0,15,1
48,13,1,0,60,0
41,10,1,0,40,0
29,13,1,0,35,0
47,14,1,0,48,0
53,14,0,0,40,0
19,10,1,1,10,1
71,9,1,1,16,1
29,10,1,1,25,1
43,10,1,0,40,1
23,13,1,1,30,1
52,10,1,1,40,1
56,13,1,0,40,0
28,6,1,0,40,1
44,13,1,0,80,1
37,13,1,1,40,1
30,11,1,0,50,0
31,9,1,0,40,1
20,10,1,1,25,1
64,9,1,0,65,0
45,9,1,0,40,1
40,10,1,0,50,0
19,9,1,0,52,1
54,13,1,0,45,0
61,16,0,0,40,0
18,7,1,1,20,1
62,9,1,0,40,0
33,11,1,0,40,1
51,9,0,1,37,1
54,9,1,0,40,1
24,10,1,0,24,1
54,10,1,1,40,1
42,13,1,0,45,0
51,14,1,0,50,0
41,10,0,1,40,0
47,12,1,0,40,1
31,10,1,1,40,1
21,11,0,0,40,1
52,10,1,1,40,1
20,10,1,1,15,1
18,9,1,1,25,1
58,9,0,1,60,1
23,9,1,1,40,1
21,10,1,1,20,1
43,11,1,0,40,1
53,9,1,0,40,1
18,9,1,1,40,1
44,13,1,0,40,0
31,13,1,0,50,1
48,2,1,0,40,1
55,14,1,1,35,1
24,10,0,1,20,1
41,14,1,0,40,0
35,9,1,0,40,0
47,11,1,1,40,1
54,10,1,0,32,1
40,13,1,0,40,1
56,10,1,1,48,1
23,11,1,0,40,1
34,9,1,0,60,1
27,9,0,0,40,1
32,13,1,0,40,0
72,10,1,0,74,1
43,8,1,0,40,1
32,12,0,1,35,1
53,10,1,0,40,1
18,8,1,0,10,1
38,6,0,0,40,1
41,11,0,1,40,1
29,9,1,0,45,1
70,10,1,0,4,0
46,13,1,1,50,1
47,10,1,1,40,1
56,10,1,1,15,1
28,9,0,0,40,1
55,15,1,0,40,0
50,13,1,0,40,1
47,7,1,1,40,1
42,9,1,0,40,1
22,10,1,0,25,1
42,3,1,0,44,1
42,10,0,1,40,1
46,9,1,1,40,1
45,10,0,0,99,0
55,9,0,0,55,1
57,13,1,0,40,0
25,8,1,0,40,1
43,9,1,0,30,1
34,13,1,0,60,1
27,13,1,1,40,1
25,9,1,1,40,1
37,10,1,1,40,1
48,10,1,0,45,1
38,9,1,0,45,1
17,6,1,0,30,1
70,11,1,0,50,0
37,9,1,1,37,1
45,9,1,0,46,1
56,9,1,0,55,0
64,9,1,0,40,1
35,10,1,1,38,1
23,9,1,0,40,1
42,9,1,0,90,1
23,10,1,0,30,1
26,10,1,0,12,1
56,9,1,0,40,0
41,13,1,0,40,0
47,3,1,0,50,1
21,10,1,0,40,1
29,9,0,0,40,1
32,10,1,0,50,1
72,5,0,1,20,1
69,15,1,0,40,0
19,10,1,0,25,1
25,13,1,0,25,1
56,10,1,0,50,0
42,14,1,1,50,0
58,13,1,1,35,1
24,13,1,0,40,1
41,11,1,1,38,0
40,6,1,0,40,0
37,9,1,0,45,1
25,12,1,1,40,1
43,13,0,1,40,0
36,9,1,0,40,1
41,9,1,0,40,1
31,13,1,1,40,1
22,9,1,1,40,1
36,11,1,0,40,1
42,6,1,0,40,1
29,9,1,0,60,1
25,9,1,1,46,1
23,13,1,0,40,1
34,9,0,1,20,1
27,9,1,0,45,1
32,13,0,0,50,0
33,10,1,0,40,1
38,13,1,1,55,1
21,10,1,0,30,1
39,11,1,0,40,1
50,13,1,0,40,0
32,10,1,0,30,1
40,9,1,0,40,0
58,10,1,0,40,0
20,9,1,1,20,1
63,9,1,1,40,1
56,13,1,0,50,1
30,13,1,0,40,1
39,10,1,1,39,1
25,12,1,0,50,0
33,9,1,0,40,0
41,13,1,0,40,1
50,10,1,0,40,1
44,10,1,0,40,1
27,13,1,0,40,1
27,13,0,0,40,0
58,3,1,0,40,1
25,10,1,0,15,1
31,9,0,1,40,1
39,9,1,0,50,0
55,11,1,0,40,0
22,11,1,1,12,1
44,12,1,0,40,1
41,11,1,1,5,1
44,8,1,1,40,1
61,4,1,0,54,1
32,11,1,0,40,1
35,13,1,0,45,0
28,10,1,0,40,1
57,13,0,0,40,0
32,16,1,0,65,0
46,4,0,1,40,1
26,9,1,1,20,1
43,9,1,0,40,1
62,9,1,1,35,1
60,14,0,0,38,0
67,9,1,1,20,1
19,9,0,1,30,1
55,9,1,1,40,1
48,6,1,0,65,0
19,9,1,1,20,1
19,10,1,1,30,1
43,9,1,1,40,1
31,16,1,1,90,1
65,10,1,1,45,1
32,9,1,1,40,1
36,14,1,0,40,0
41,9,1,0,40,1
33,10,1,0,40,1
72,6,1,0,12,1
34,13,1,0,50,0
27,10,1,0,45,1
75,7,1,0,50,1
39,6,1,1,15,1
51,9,1,0,40,0
47,9,1,0,40,1
31,10,1,0,40,1
40,14,1,1,40,0
48,9,1,1,30,1
36,13,0,0,40,1
18,9,1,0,20,1
33,9,1,1,40,1
34,14,1,0,40,1
51,10,1,0,48,0
39,12,1,1,40,1
20,9,1,0,35,1
67,10,0,1,20,1
42,11,1,1,60,1
59,7,1,0,40,1
31,9,0,0,40,1
19,10,0,1,30,1
47,10,1,1,48,1
68,4,1,0,30,1
30,10,1,0,40,1
34,9,1,0,60,1
49,4,1,0,40,1
38,10,1,0,40,0
60,10,1,0,40,0
51,10,1,0,40,0
24,13,1,0,40,1
18,10,0,1,35,1
24,13,1,1,40,1
21,3,1,0,40,1
48,9,1,1,40,0
52,5,1,1,40,1
48,9,1,0,40,1
40,13,1,0,66,0
29,7,1,1,48,1
20,10,1,1,20,1
31,9,1,1,25,1
30,10,1,0,50,1
30,9,1,0,40,1
51,9,1,1,40,1
29,11,1,1,40,1
56,14,1,0,16,1
46,13,1,1,40,1
41,10,1,1,40,1
29,3,1,1,40,1
48,9,0,0,30,1
34,9,1,1,50,1
42,11,1,0,50,1
25,9,1,1,30,1
47,7,0,1,40,1
23,9,1,0,40,1
43,11,1,0,22,1
19,10,0,1,35,1
22,9,1,0,40,1
40,13,1,1,70,1
41,11,1,0,40,1
71,13,1,0,60,0
42,9,1,0,45,1
31,13,1,0,47,1
69,10,1,0,32,1
58,9,1,0,70,1
36,7,0,1,12,1
31,9,1,0,65,1
20,10,0,1,35,1
41,9,1,1,40,1
35,10,1,0,40,1
62,4,1,0,40,1
28,13,1,1,15,1
27,8,1,0,55,1
17,7,1,0,40,1
35,9,1,0,50,0
45,10,1,1,99,1
44,13,1,1,40,1
27,11,0,1,40,1
51,5,1,0,40,1
49,9,1,1,45,1
64,6,1,0,10,0
54,4,1,0,45,1
43,9,0,0,40,1
32,9,1,0,35,1
36,12,0,0,43,0
26,9,0,0,50,0
37,13,1,0,50,0
38,12,1,1,40,1
26,8,1,0,40,1
50,13,1,0,50,0
47,10,1,0,40,0
42,9,1,1,40,1
66,9,0,1,40,1
43,9,0,1,32,1
37,13,1,0,45,0
37,6,1,1,35,1
25,10,1,1,40,1
29,13,1,0,50,0
63,9,1,0,40,0
50,12,1,0,40,0
42,14,1,0,70,1
32,9,1,0,40,1
42,10,1,0,40,0
41,9,1,0,50,1
25,13,1,0,40,1
65,9,1,0,50,1
32,10,1,0,50,1
32,9,1,0,10,1
24,10,1,0,60,1
51,9,1,1,40,1
67,6,0,1,35,1
28,7,1,1,35,1
32,10,1,0,55,0
77,15,1,0,40,1
47,9,1,1,20,1
26,9,1,0,40,1
20,10,1,0,20,1
57,10,0,0,35,0
40,16,1,0,45,1
50,14,1,0,40,0
19,4,1,0,45,1
54,8,1,0,40,1
51,10,1,0,40,0
51,13,1,0,50,0
38,10,1,0,40,0
68,13,1,0,25,1
17,8,1,1,20,1
32,13,1,0,40,1
29,10,1,0,45,1
42,10,1,0,40,1
40,9,1,1,40,1
27,10,1,0,40,1
22,13,1,1,20,1
58,7,1,1,40,1
61,13,1,0,45,0
42,13,0,1,35,0
49,14,0,0,40,1
41,13,1,0,40,1
43,9,0,1,40,1
46,13,1,0,40,0
28,9,1,0,45,0
39,10,1,0,50,0
50,10,1,0,40,0
57,10,1,0,40,1
47,9,1,1,38,1
79,9,1,0,40,1
40,9,1,1,45,1
35,13,0,0,40,1
35,13,1,0,80,1
30,13,1,0,60,0
26,6,0,0,40,1
49,9,0,1,40,1
48,9,1,0,40,1
22,10,1,0,45,1
22,7,1,1,30,1
50,6,0,1,47,1
47,9,1,0,60,1
36,9,1,0,50,1
44,12,1,0,40,0
73,5,1,1,9,1
24,9,0,1,45,1
34,13,1,0,40,0
37,10,0,0,40,1
28,8,1,1,20,1
46,10,1,1,40,0
20,10,1,1,35,1
29,3,1,0,40,1
24,11,1,0,40,1
29,10,1,0,35,1
18,8,1,1,20,1
41,13,0,1,90,0
59,9,1,0,40,0
27,3,1,0,50,1
50,12,1,0,45,1
25,2,1,0,24,1
42,13,1,1,45,1
36,10,1,0,40,1
62,10,1,0,60,0
71,11,1,1,40,1
38,13,1,0,55,0
44,9,0,1,40,1
19,6,1,0,30,1
49,10,1,0,60,1
60,13,1,0,40,0
28,9,1,0,40,1
26,13,1,1,55,1
18,7,1,0,12,1
43,11,1,0,50,0
65,8,1,0,44,1
23,6,1,0,44,1
21,10,1,1,35,1
20,9,1,0,40,1
19,10,0,1,18,1
77,9,1,1,32,1
32,11,1,0,40,1
37,10,1,0,30,1
29,9,1,0,45,1
59,16,1,0,45,0
22,10,1,0,40,1
30,13,1,1,20,1
31,9,1,0,48,0
59,9,1,0,60,1
29,10,1,1,40,0
56,9,1,0,50,0
19,10,1,1,20,1
37,9,1,0,40,1
58,14,1,0,40,0
41,14,1,0,40,0
29,9,1,0,38,1
38,9,1,0,50,1
36,14,1,0,50,0
19,10,1,0,40,1
46,9,1,1,28,0
42,14,1,1,45,0
29,10,1,1,40,1
42,13,1,0,40,0
29,12,1,0,40,1
47,14,1,1,40,1
37,7,1,0,40,0
39,9,1,0,45,1
46,13,0,1,35,0
28,12,1,0,40,1
36,10,1,0,56,0
39,9,1,1,40,1
44,10,1,0,40,1
70,9,1,1,12,1
60,9,1,0,40,1
35,13,1,1,50,0
59,13,0,0,48,0
21,10,1,1,60,1
22,12,1,1,16,1
31,10,1,0,50,0
40,13,1,0,50,0
33,9,1,0,45,0
41,14,1,0,60,1
31,12,1,1,35,0
62,11,1,0,40,1
43,9,1,1,35,1
28,13,0,1,60,1
43,6,0,0,40,0
55,14,1,0,55,0
42,9,1,1,25,1
23,13,1,1,40,1
55,10,1,0,40,0
44,13,1,0,45,0
19,7,0,1,32,1
23,9,1,0,40,1
41,9,1,1,50,1
63,9,1,0,20,1
51,9,1,1,40,1
49,9,1,0,90,1
29,14,0,1,20,1
25,10,1,0,40,0
44,15,1,0,50,0
17,7,1,0,30,1
42,14,1,0,40,0
21,7,1,1,35,1
26,10,1,0,40,1
24,10,1,0,40,1
30,13,1,0,42,0
58,13,1,1,50,0
19,9,1,0,28,1
65,4,1,1,24,1
52,10,1,0,60,0
17,6,1,0,20,1
27,9,1,0,22,1
53,15,1,1,40,1
24,13,1,1,40,1
37,10,1,0,40,0
34,11,1,1,18,1
40,12,1,0,50,0
49,9,1,0,40,0
86,14,1,1,40,1
49,11,1,1,60,0
43,7,1,0,60,1
47,10,1,1,35,1
32,9,1,0,50,0
30,11,1,0,60,1
25,9,1,0,40,1
42,13,1,0,40,0
60,10,1,0,65,1
46,10,1,0,38,0
39,10,1,0,40,0
28,12,1,0,70,0
26,6,1,0,55,1
27,10,1,1,40,1
59,10,1,0,40,1
64,9,1,0,40,1
90,9,1,0,12,1
51,10,1,1,45,0
36,9,1,0,40,1
39,4,0,1,40,1
30,9,1,0,25,1
47,14,1,0,40,0
32,14,1,0,60,0
24,12,1,1,40,1
23,9,1,0,30,1
62,9,1,0,20,1
48,10,1,1,20,1
62,8,1,0,40,1
35,13,1,0,65,1
27,13,0,0,40,1
49,10,1,1,35,1
18,6,1,0,20,1
19,10,1,1,30,1
63,12,1,0,40,0
54,9,0,1,40,1
24,10,1,1,40,0
61,6,1,0,50,0
50,9,1,0,48,0
36,13,1,0,40,0
21,10,1,0,50,1
38,15,1,0,50,0
30,10,1,0,40,1
22,9,1,0,40,1
33,10,0,1,52,1
39,9,1,0,38,0
42,9,1,0,50,0
47,9,1,0,40,1
42,13,1,0,33,1
29,13,1,0,40,1
35,13,1,0,55,1
23,10,1,1,30,1
28,10,0,0,60,1
34,9,1,1,40,1
40,10,0,1,40,1
67,9,1,1,30,1
49,9,1,0,40,1
34,9,1,1,40,1
60,13,1,0,40,1
26,13,1,0,35,1
25,9,1,0,40,1
40,10,1,1,30,1
56,9,1,0,40,1
35,12,1,0,45,0
54,9,1,0,40,1
25,13,1,1,40,1
28,13,1,0,40,1
31,13,1,0,40,1
45,9,1,1,40,1
52,9,1,0,40,1
39,14,1,1,50,1
19,9,1,0,40,1
23,8,1,0,40,1
23,4,1,0,40,1
52,11,1,0,40,0
33,15,1,0,60,0
35,13,0,1,50,1
58,9,1,0,40,1
61,9,1,0,45,0
39,13,1,0,70,0
38,7,1,0,40,1
59,9,1,0,40,0
41,13,1,0,50,0
27,5,1,1,50,1
19,7,1,0,10,1
22,10,1,0,20,1
59,12,1,1,40,1
37,9,1,0,45,0
31,8,1,0,43,1
18,7,1,0,40,1
20,10,1,1,35,1
28,9,1,0,60,1
28,10,1,1,30,1
49,13,1,0,40,1
38,9,1,0,40,0
19,9,1,0,20,1
43,13,1,0,40,0
28,9,0,0,40,0
41,10,0,1,24,1
50,14,1,0,65,0
46,13,1,0,40,1
